number,title,classification,timestamp,latitude,longitude,geometry,index_right,STATEFP,STATENS,AFFGEOID,GEOID,STUSPS,NAME,LSAD,ALAND,AWATER
4779,Report 4779: Large animal lures men away from possible younger animal near Mt. St. Helens,Class A,1999-10-20T12:00:00Z,46.3105,-122.028,POINT (-122.028 46.3105),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
4808,Report 4808: Road trip pit stop in the woods,Class A,2002-08-04T12:00:00Z,48.53944,-121.745,POINT (-121.745 48.53944),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
4859,Report 4859: Daytime sighting by horseback riders one mile from Green River Gorge Bridge,Class A,1992-04-01T12:00:00Z,47.288,-121.9658,POINT (-121.9658 47.288),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
4940,Report 4940: Morning sighting by three fishermen near the east end of Riffe Lake,Class A,2002-09-14T12:00:00Z,46.5347,-122.4275,POINT (-122.4275 46.5347),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
5299,Report 5299: Camping group has night time sighting near the Dosewallips River,Class A,2004-10-13T12:00:00Z,47.8306,-123.2135,POINT (-123.2135 47.8306),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
5331,Report 5331: Upright creature walks on two legs towards hunter near Mt. Rainier National Park,Class A,2002-11-16T12:00:00Z,47.0019,-121.6279,POINT (-121.6279 47.0019),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
5452,"Report 5452: A large bipedal animal seen in the headlights on hwy 12,  5 miles East of Packwood",Class A,1969-11-19T12:00:00Z,46.67389,-121.5867,POINT (-121.5867 46.67389),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
5453,Report 5453: Large bipedal animal seen 5 miles East of Packwood on Hwy 12,Class A,1969-11-15T12:00:00Z,46.6711,-121.5863,POINT (-121.5863 46.6711),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
5495,Report 5495: Large prints found in mud and then vocalizations heard south of Yakama Reservation,Class A,2003-03-18T12:00:00Z,45.9358,-120.9855,POINT (-120.9855 45.9358),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
5771,Report 5771: Silhouette awakens boy while camping near S. Fork Nooksack River,Class A,2003-04-23T12:00:00Z,48.76075,-122.2156,POINT (-122.2156 48.76075),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
6232,Report 6232: Nighttime sighting by motorist on KM Hill near Skamokawa,Class A,2003-04-24T12:00:00Z,46.33425,-123.5439,POINT (-123.5439 46.33425),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
6303,Report 6303: Woman kayaking with family at Sullivan lake sees bigfoot,Class A,2003-07-17T12:00:00Z,48.83558,-117.2776,POINT (-117.2776 48.83558),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
6309,Report 6309: Man see's an upright animal walk across the road,Class A,2003-05-08T12:00:00Z,47.94056,-122.7919,POINT (-122.7919 47.94056),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
6347,Report 6347: Daylight sighting by residents near Yakima River,Class A,2003-07-21T12:00:00Z,46.4984,-120.4474,POINT (-120.4474 46.4984),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
6425,Report 6425: Two hunters have a close encounter,Class A,1978-11-11T12:00:00Z,46.35639,-123.6081,POINT (-123.6081 46.35639),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
6806,"Report 6806: Man approached by Sasquatch, south of Yacolt, WA",Class A,2003-11-05T12:00:00Z,45.8331,-122.3985,POINT (-122.3985 45.8331),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
7003,Report 7003: Truck driver has brief roadside sighting,Class A,1978-06-21T12:00:00Z,47.4259,-123.8763,POINT (-123.8763 47.4259),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
7117,"Report 7117: Hunter sees bigfoot cross road behind him west of Nile, WA",Class A,2003-11-07T12:00:00Z,46.80505,-121.0909,POINT (-121.0909 46.80505),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
7146,Report 7146: Two teenage boys are approached during lakeside play,Class A,1992-08-15T12:00:00Z,47.4028,-123.2022,POINT (-123.2022 47.4028),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
7229,Report 7229: Father and son encounter an ape-like creature near a stream,Class A,1998-04-01T12:00:00Z,47.8573,-121.6352,POINT (-121.6352 47.8573),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
7382,Report 7382: Various incidents along the Kalama River.,Class A,2001-07-15T12:00:00Z,46.0471,-122.8294,POINT (-122.8294 46.0471),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
7406,"Report 7406: Father and Son Hunting Mill Creek Drainage Near Walla Walla, WA see biped walking across slope",Class A,2003-11-19T12:00:00Z,46.0573,-117.9793,POINT (-117.9793 46.0573),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
7441,Report 7441: Forest worker has many encounters with bigfoot,Class A,2004-11-16T12:00:00Z,47.763,-122.5344,POINT (-122.5344 47.763),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
7455,Report 7455: Hunting couple has visual and auditory encounter near coast,Class A,1999-10-15T12:00:00Z,46.81045,-124.072,POINT (-124.072 46.81045),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
7483,Report 7483: Morning daylight sighting around rural homes near Kent,Class A,1986-12-25T12:00:00Z,47.39,-122.2187,POINT (-122.2187 47.39),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
8339,Report 8339: Couple has sighting of something standing on a gravel road,Class A,2004-11-08T12:00:00Z,46.3105,-121.9256,POINT (-121.9256 46.3105),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
8375,"Report 8375: While constructing ""fort,"" young teenager has afternoon sighting in Amboy off Rotschy Road",Class A,1993-02-15T12:00:00Z,45.8911,-122.4076,POINT (-122.4076 45.8911),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
8597,Report 8597: Bigfoot crosses road in front of two teens going to school,Class A,2004-07-03T12:00:00Z,47.87725,-121.8943,POINT (-121.8943 47.87725),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
8777,Report 8777: Boy observes sasquatch on hillside near Orting,Class A,1998-09-15T12:00:00Z,47.0958,-122.2356,POINT (-122.2356 47.0958),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
9197,Report 9197: Motorist surprises animal crossing freeway,Class A,1980-09-07T12:00:00Z,48.68985,-122.4078,POINT (-122.4078 48.68985),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
9946,Report 9946: Motorist Has Late Night Sighting Near Eagle Cliff,Class A,2004-11-29T12:00:00Z,46.05,-121.95,POINT (-121.95 46.05),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
10354,Report 10354: Boy scout observes large brown animal on two legs run by him,Class A,2005-02-15T12:00:00Z,47.62769,-117.3606,POINT (-117.3606 47.62769),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
10397,Report 10397: A bipedal subject seen standing in Hannan Lake,Class A,2005-04-20T12:00:00Z,47.485,-121.5287,POINT (-121.5287 47.485),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
10653,Report 10653: Young bike riders see large animal cross road,Class A,1974-06-27T12:00:00Z,47.18556,-122.2917,POINT (-122.2917 47.18556),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
10974,"Report 10974: Large, white haired biped seen twice near Twisp",Class A,1987-03-15T12:00:00Z,48.321,-120.0745,POINT (-120.0745 48.321),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
11918,Report 11918: Late night sighting by motorists near Kingston,Class A,2000-09-01T12:00:00Z,47.79,-122.54,POINT (-122.54 47.79),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
12689,Report 12689: Nighttime sighting by motorist near Jarrel Cove State Park,Class A,2005-09-26T12:00:00Z,47.28069,-122.8833,POINT (-122.8833 47.28069),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
12838,Report 12838: Night time sighting along B Street outside Aberdeen,Class A,2005-12-01T12:00:00Z,46.98621,-123.8161,POINT (-123.8161 46.98621),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
12916,Report 12916: Daylight sighting by motorists near the town of Big Lake,Class A,1980-05-10T12:00:00Z,48.35552,-121.8668,POINT (-121.8668 48.35552),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
13115,Report 13115: Daylight sighting by a backpacker on Silver Star Mountain (See Photos),Class A,2005-11-17T12:00:00Z,45.74715,-122.2339,POINT (-122.2339 45.74715),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
13654,Report 13654: Man describes childhood encounter near Sunrise Elementary School in Puyallup,Class A,1983-05-11T12:00:00Z,47.14385,-122.3055,POINT (-122.3055 47.14385),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
14112,Report 14112: Afternoon sighting by motorists near Quinault Fish Hatchery,Class A,2004-07-29T12:00:00Z,47.3631,-123.9718,POINT (-123.9718 47.3631),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
14305,Report 14305: Late night sighting near Duvall,Class A,2005-06-23T12:00:00Z,47.7393,-121.9749,POINT (-121.9749 47.7393),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
14534,Report 14534: Multiple witness sighting in daylight in a remote area near Holden,Class A,2006-07-25T12:00:00Z,48.19923,-120.7772,POINT (-120.7772 48.19923),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
14982,Report 14982: Jefferson Head encounter by community service group,Class A,2006-11-03T12:00:00Z,47.74897,-122.4966,POINT (-122.4966 47.74897),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
15135,Report 15135: Dusk sighting by a couple near a spring outside Omak,Class A,2006-09-28T12:00:00Z,48.32956,-119.187,POINT (-119.187 48.32956),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
15721,Report 15721: Forest worker has an encounter near Mount Rainier,Class A,2006-08-15T12:00:00Z,46.84565,-122.3076,POINT (-122.3076 46.84565),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
16295,Report 16295: Mutliple daylight sightings in Suquamish,Class A,2008-01-28T12:00:00Z,47.45411,-122.3219,POINT (-122.3219 47.45411),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
16364,Report 16364: Family on bikes sees black hairy creature walking in a riverbed near Fairfax,Class A,2001-05-01T12:00:00Z,47.01562,-122.0282,POINT (-122.0282 47.01562),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
16994,Report 16994: Daylight sighting by fisherman at Lake Chopaka,Class A,2007-05-23T12:00:00Z,48.9588,-119.7085,POINT (-119.7085 48.9588),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
17903,Report 17903: Possible sighting by motorist on perimeter of Deception State Park,Class A,2007-10-20T12:00:00Z,48.39936,-122.645,POINT (-122.645 48.39936),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
18620,Report 18620: Hunter describes close encounter outside Doty,Class A,2006-11-18T12:00:00Z,46.60207,-123.3749,POINT (-123.3749 46.60207),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
18823,Report 18823: Young Man Has Surprise Encounter at High School Graduation Party,Class A,1982-06-04T12:00:00Z,47.00625,-123.2902,POINT (-123.2902 47.00625),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
21189,Report 21189: Daylight sighting by boaters where Holden Creek flows into Lake Chelan,Class A,2007-08-23T12:00:00Z,48.31199,-120.6599,POINT (-120.6599 48.31199),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
22475,Report 22475: Night watchmen at logging camp near Morton describes multiple incidents,Class A,2003-08-15T12:00:00Z,46.52352,-122.3045,POINT (-122.3045 46.52352),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
23033,Report 23033: Daylight sighting reported to rangers by park visitor at Mount Rainier National Park,Class A,1994-09-24T12:00:00Z,46.67816,-121.5763,POINT (-121.5763 46.67816),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
23160,Report 23160: Daylight encounter with two hunters south of Union (w/ cellphone photos),Class A,2007-11-16T12:00:00Z,47.49865,-123.2182,POINT (-123.2182 47.49865),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
23558,Report 23558: Friends lost on backroads west of Olympia are stunned by a creature with large green eyes,Class A,2008-04-05T12:00:00Z,46.98278,-123.1742,POINT (-123.1742 46.98278),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
23614,Report 23614: Motorist returning from fireworks display gets a good look at a bigfoot near Ashford,Class A,1987-07-05T12:00:00Z,46.75468,-122.1183,POINT (-122.1183 46.75468),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
24129,Report 24129: Two very tall hairy creatures seen running down the road at night near Indianola,Class A,2008-07-01T12:00:00Z,47.4506,-122.3234,POINT (-122.3234 47.4506),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
24379,Report 24379: Daylight road-crossing sighting by the U.S. Postal Carrier for the town of Quinault Lake (w/ low quality cellphone photos),Class A,2008-07-14T12:00:00Z,47.50319,-123.8343,POINT (-123.8343 47.50319),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
24562,Report 24562: Man remembers running home when he and his friend spot a tall hairy creature near Woodinville,Class A,1974-10-16T12:00:00Z,47.75034,-122.1979,POINT (-122.1979 47.75034),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
24568,Report 24568: Multiple witness sighting at Rattlesnake Lake,Class A,2000-08-14T12:00:00Z,47.43534,-121.7666,POINT (-121.7666 47.43534),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
24751,"Report 24751: Young man, on camping trip with his family, sees a sasquatch near Naselle",Class A,2008-04-12T12:00:00Z,46.4205,-123.8165,POINT (-123.8165 46.4205),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
24755,Report 24755: Truck Driver recalls daylight sighting east of North Bend,Class A,1990-12-03T12:00:00Z,47.48176,-121.6548,POINT (-121.6548 47.48176),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
26065,Report 26065: California BFRO researcher has sighting with a thermal imaging unit in Wenatchee National Forest,Class A,2007-08-18T12:00:00Z,46.85,-121.25,POINT (-121.25 46.85),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
26101,Report 26101: Teacher sees a bigfoot cross the highway in front of her near Aberdeen,Class A,1995-01-15T12:00:00Z,46.94102,-123.7727,POINT (-123.7727 46.94102),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
26255,Report 26255: Woman tells of daylight sighting while hiking near Mud Mountain Dam,Class A,2002-07-15T12:00:00Z,47.13485,-121.9418,POINT (-121.9418 47.13485),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
26403,"Report 26403: Man sees large, hair-covered figure while riding on train near the Cascade Tunnel",Class A,2009-08-04T12:00:00Z,47.70178,-121.1859,POINT (-121.1859 47.70178),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
26567,Report 26567: Sasquatch sighted crossing Elk Meadows parking lot near Toutle Lake,Class A,2006-11-18T12:00:00Z,46.2965,-122.3431,POINT (-122.3431 46.2965),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
27473,Report 27473: Man recounts seeing a sasquatch while driving a logging road near Snoqualmie,Class A,1991-10-15T12:00:00Z,47.57576,-121.7427,POINT (-121.7427 47.57576),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
27803,Report 27803: Hikers near Eatonville surprise a sasquatch drinking from the river,Class A,2010-05-22T12:00:00Z,46.84748,-122.2719,POINT (-122.2719 46.84748),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
28123,Report 28123: Teenager recounts his sighting as a very young boy on his property near Yacolt,Class A,1995-08-15T12:00:00Z,45.90052,-122.3898,POINT (-122.3898 45.90052),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
28308,"Report 28308: Man has a close encounter with a large, upright creature in a swamp near Big Lake",Class A,2009-06-15T12:00:00Z,48.308,-122.215,POINT (-122.215 48.308),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
28438,Report 28438: Hunter has a daylight sighting of a tall biped west of Darrington,Class A,2010-10-22T12:00:00Z,48.32675,-121.6962,POINT (-121.6962 48.32675),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
28788,Report 28788: Memory told of close encounter with a sasquatch while picking up clay pigeons near Sumner,Class A,1976-09-15T12:00:00Z,47.17295,-122.2214,POINT (-122.2214 47.17295),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
28898,Report 28898: Dusk and nighttime sightings by couple at rock quarry near Greenwater,Class A,2008-06-07T12:00:00Z,47.12045,-121.5298,POINT (-121.5298 47.12045),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
29025,"Report 29025: Father remembers fishing with his son, appearing to be observed by a sasquatch which is later sighted on the far side of the lake near McKenna",Class A,1990-07-30T12:00:00Z,46.88234,-122.4331,POINT (-122.4331 46.88234),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
29055,Report 29055: Young girl recounts two encounters at the family farm near Chehalis,Class A,1978-08-05T12:00:00Z,46.63477,-122.7746,POINT (-122.7746 46.63477),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
30051,Report 30051: Vocalizations and tense sighting reported by couple hiking and camping near Trout Lake,Class A,2004-08-14T12:00:00Z,45.96112,-121.6314,POINT (-121.6314 45.96112),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
31009,Report 31009: Woman recalls afternoon sighting as a child near Port Angeles,Class A,1983-09-24T12:00:00Z,48.08955,-123.3678,POINT (-123.3678 48.08955),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
32824,Report 32824: Recollection of a road crossing at dusk while working as an MP on Fort Lewis,Class A,1986-09-15T12:00:00Z,47.10637,-122.5958,POINT (-122.5958 47.10637),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
33908,Report 33908: Woman drives car over subject lying on road near Everson,Class A,1995-07-05T12:00:00Z,48.92928,-122.2638,POINT (-122.2638 48.92928),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
34710,Report 34710: While target shooting a family observes a large bi-ped in a blackberry patch near the town of Rainier,Class A,2012-03-20T12:00:00Z,46.78571,-122.7515,POINT (-122.7515 46.78571),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
35479,Report 35479: Nighttime sighting by a motorist near BZ Corner,Class A,2010-09-15T12:00:00Z,45.86883,-121.4813,POINT (-121.4813 45.86883),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
35706,Report 35706: Camper has two late night encounters in North Cascades,Class A,2011-09-01T12:00:00Z,48.03114,-121.6708,POINT (-121.6708 48.03114),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
35812,Report 35812: Early afternoon sighting by hiker near Morton,Class A,2012-06-02T12:00:00Z,46.53686,-122.202,POINT (-122.202 46.53686),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
36326,Report 36326: Nighttime sighting by campers stopped on remote road near Wishkah,Class A,2004-07-15T12:00:00Z,47.08824,-123.7194,POINT (-123.7194 47.08824),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
36467,Report 36467: Man driving home through Joint Base Lewis-McChord sees an animal walk across the road south of Spanaway,Class A,2012-09-12T12:00:00Z,47.05072,-122.4212,POINT (-122.4212 47.05072),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
37101,Report 37101: Daytime sighting of two upright figures on the bank of Monte Cristo Lake,Class A,2012-11-07T12:00:00Z,48.05305,-121.429,POINT (-121.429 48.05305),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
37730,Report 37730: Teen views ape-like animal crossing road quadrupedally at night in Enumclaw,Class A,2008-01-02T12:00:00Z,47.09762,-122.5368,POINT (-122.5368 47.09762),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
37885,Report 37885: Daylight encounter while hiking on the Tulalip Indian Reservation,Class A,2010-06-10T12:00:00Z,48.10255,-122.2763,POINT (-122.2763 48.10255),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
38224,Report 38224: Huge upright figure crosses road in-front of Marysville couple at night.,Class A,2012-12-11T12:00:00Z,48.11308,-122.1375,POINT (-122.1375 48.11308),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
39025,Report 39025: Man remembers his daylight sighting of a bigfoot standing on a stump next to Discovery Bay,Class A,1986-09-15T12:00:00Z,48.00503,-122.911,POINT (-122.911 48.00503),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
39825,Report 39825: Wilderness guide in Indianola observes a large bipedal subject while hunting,Class A,2003-06-15T12:00:00Z,47.78212,-122.528,POINT (-122.528 47.78212),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
40371,Report 40371: Memory told of a daylight sighting at a golf course in North Bonneville,Class A,1985-06-08T12:00:00Z,45.63921,-121.9883,POINT (-121.9883 45.63921),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
42395,Report 42395: Motorist sees a large hairy biped cross the road at dusk in Spanaway,Class A,2012-10-10T12:00:00Z,47.064,-122.3482,POINT (-122.3482 47.064),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
42448,Report 42448: Motorist has a close daylight sighting of a Sasquatch chasing a deer near Ocean Shores (Sketches included),Class A,2013-09-30T12:00:00Z,47.0562,-124.0556,POINT (-124.0556 47.0562),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
42736,"Report 42736: Man recalls seeing a huge, hair-covered biped standing beside the road at night near Snohomish",Class A,1986-10-17T12:00:00Z,48.93228,-121.9995,POINT (-121.9995 48.93228),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
44368,Report 44368: Memory told of being chased home by a bi-pedal animal near Robe,Class A,1989-06-01T12:00:00Z,48.09853,-121.8135,POINT (-121.8135 48.09853),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
44474,Report 44474: Off roader testing his snow machine observes an “Oversized Gorilla” near Ashford.,Class A,2014-03-01T12:00:00Z,46.77641,-121.9557,POINT (-121.9557 46.77641),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
45049,Report 45049: Two men have a close up sighting during road crossing outside Cle Elum at sunset,Class A,2014-05-12T12:00:00Z,47.1902,-120.9783,POINT (-120.9783 47.1902),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
45423,Report 45423: Memory told of seeing two sasquatches by a river west of Union,Class A,2002-05-15T12:00:00Z,47.41184,-123.3212,POINT (-123.3212 47.41184),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
47872,Report 47872: Morning sighting by a woodcutter NW of Conconully,Class A,2008-07-19T12:00:00Z,48.57028,-119.8345,POINT (-119.8345 48.57028),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
50214,Report 50214: Man returning home late at night sees gray biped near Key Center,Class A,2015-11-11T12:00:00Z,47.34805,-122.741,POINT (-122.741 47.34805),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
51994,Report 51994: Man and girlfriend have sighting on Joint Base Lewis-McChord road near Spanaway,Class A,2016-05-29T12:00:00Z,47.07405,-122.4428,POINT (-122.4428 47.07405),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
56827,Report 56827: Motorist has daytime sighting along the highway near Coles Corner,Class A,2016-10-02T12:00:00Z,47.77559,-120.8206,POINT (-120.8206 47.77559),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
56932,Report 56932: Hiker has an afternoon sighting behind a mountain resort in Cle Elum,Class A,2016-01-27T12:00:00Z,47.20113,-121.0161,POINT (-121.0161 47.20113),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
60,Report 60: Missing Cattle and large footprints found,Class B,1994-05-13T12:00:00Z,48.64056,-121.8053,POINT (-121.8053 48.64056),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
77,Report 77: Couple hear vocalizations while camping at Milk Lake,Class B,1983-09-01T12:00:00Z,46.98333,-121.0922,POINT (-121.0922 46.98333),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
89,Report 89: Fishermen hear large animal crashing through the brush in the Blue Mountains,Class B,2000-07-24T12:00:00Z,46.33333,-117.6767,POINT (-117.6767 46.33333),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
270,Report 270: Campers awakened by late-night visitor in the Indian Heaven Wilderness,Class B,1985-07-01T12:00:00Z,46.04722,-122.1914,POINT (-122.1914 46.04722),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
283,Report 283: Couple hear sounds and find footprints near Hoodsport,Class B,1992-08-29T12:00:00Z,47.5616,-123.1967,POINT (-123.1967 47.5616),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
337,Report 337: Man working his land hears rock against wood sound and distant answer,Class B,2000-08-16T12:00:00Z,47.0044,-122.5386,POINT (-122.5386 47.0044),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
382,Report 382: Campers hear screams and wood knocking near Bumping Lake,Class B,2000-07-21T12:00:00Z,46.8733,-121.3051,POINT (-121.3051 46.8733),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
391,Report 391: Blocking of walking trail,Class B,1999-05-12T12:00:00Z,47.79111,-122.1914,POINT (-122.1914 47.79111),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
422,Report 422: Campers hear possible vocalizations in the Okanogon Nat. Forest,Class B,2000-10-06T12:00:00Z,48.59694,-120.5122,POINT (-120.5122 48.59694),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
568,Report 568: Loud low moan then rose quickly to a high pitched scream heard,Class B,1990-09-22T12:00:00Z,46.71,-122.3442,POINT (-122.3442 46.71),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
741,Report 741: Hunter finds unrecognizable scat near Guler Mountain.,Class B,2000-09-14T12:00:00Z,45.91694,-121.5825,POINT (-121.5825 45.91694),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
925,"Report 925: Backpacker observes a tall, early morning visitor in camp",Class B,1968-08-30T12:00:00Z,47.495,-120.835,POINT (-120.835 47.495),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
927,"Report 927: Campers hear loud animal ""roars"", from inside the treeline of a clear-cut",Class B,1975-08-10T12:00:00Z,47.8498,-120.9591,POINT (-120.9591 47.8498),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
928,Report 928: Hikers find tracks and a possible nest,Class B,1977-05-22T12:00:00Z,47.4644,-120.6705,POINT (-120.6705 47.4644),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
929,"Report 929: Camper experiences odd odors and sounds, feels presence",Class B,1997-05-15T12:00:00Z,48.0281,-123.5864,POINT (-123.5864 48.0281),11,53,01779804,0400000US53,53,WA,Washington,00,172112588220,12559278850
